state,party,year,sd
ME,D,1998,0.32163546384834224
ME,D,1999,0.3086553387574236
ME,D,2e3,0.3086553387574236
ME,D,2001,0.2945636508159527
ME,D,2002,0.2945636508159527
ME,D,2003,0.30668052480372365
ME,D,2004,0.3026935769646955
ME,D,2005,0.3099234096104413
ME,D,2006,0.3099234096104413
ME,D,2007,0.26802771398637115
ME,D,2008,0.2646884350806023
ME,D,2011,0.2643959628218527
ME,D,2012,0.264918713473569
ME,D,2013,0.26615008159800957
ME,D,2014,0.26615008159800957
ME,D,2015,0.3349733743920211
ME,D,2016,0.3380711136680961
ME,R,1996,0.3778712015716056
ME,R,1997,0.3744491458534117
ME,R,1998,0.3744491458534117
ME,R,1999,0.32811904401033104
ME,R,2e3,0.32811904401033104
ME,R,2001,0.3195299604550649
ME,R,2002,0.3195299604550649
ME,R,2003,0.2729883660866302
ME,R,2004,0.2729883660866302
ME,R,2005,0.29182728714963263
ME,R,2006,0.29182728714963263
ME,R,2007,0.3130740916863705
ME,R,2008,0.3077256172681857
ME,R,2011,0.25287892968820685
ME,R,2012,0.24759303104956132
ME,R,2013,0.2505753675474439
ME,R,2014,0.2505753675474439
ME,R,2015,0.24843031024337398
ME,R,2016,0.2679738947762888
MI,D,1996,0.5910692918704268
MI,D,1997,0.42707836706971736
MI,D,1998,0.4280493244217668
MI,D,1999,0.41006062302427043
MI,D,2e3,0.41006062302427043
MI,D,2001,0.3528559684411686
MI,D,2002,0.3529225321872921
MI,D,2003,0.318889282750454
MI,D,2004,0.3167083931481321
MI,D,2005,0.3202860070620612
MI,D,2006,0.3209563392396436
MI,D,2007,0.3732651538459224
MI,D,2008,0.3732651538459224
MI,D,2011,0.2657337354032413
MI,D,2012,0.2644955717834647
MI,D,2013,0.2921950963978936
MI,D,2014,0.2949925662074335
MI,D,2015,0.34558491086822135
MI,D,2016,0.3382618210674044
MI,R,1996,0.25631714678197287
MI,R,1997,0.23512093980511736
MI,R,1998,0.23336854749360722
MI,R,1999,0.22725932270869714
MI,R,2e3,0.2282335951056222
MI,R,2001,0.2320682161041757
MI,R,2002,0.24397757823452895
MI,R,2003,0.26677206865041514
MI,R,2004,0.2631561450584569
MI,R,2005,0.2680555112440107
MI,R,2006,0.2680555112440107
MI,R,2007,0.25032875141665606
MI,R,2008,0.25032875141665606
MI,R,2011,0.16886642633654683
MI,R,2012,0.1672293389860653
MI,R,2013,0.21870363097096288
MI,R,2014,0.21870363097096288
MI,R,2015,0.4268141523299796
MI,R,2016,0.42376396825786256
MN,D,1995,0.37844495651371024
MN,D,1996,0.37844495651371024
MN,D,1997,0.37053944253051513
MN,D,1998,0.37053944253051513
MN,D,1999,0.3831414423308306
MN,D,2e3,0.3831414423308306
MN,D,2001,0.39272911429067553
MN,D,2002,0.39272911429067553
MN,D,2003,0.39247487694716315
MN,D,2004,0.39247487694716315
MN,D,2005,0.3880111175185006
MN,D,2006,0.3880111175185006
MN,D,2007,0.3915409315274565
MN,D,2008,0.3915409315274565
MN,D,2009,0.3871181273636604
MN,D,2010,0.3871181273636604
MN,D,2011,0.3672380023862121
MN,D,2012,0.36934439894815424
MN,D,2013,0.34207898887112725
MN,D,2014,0.34207898887112725
MN,D,2015,0.3419849452867039
MN,D,2016,0.3602933493960826
MN,R,1995,0.2707052292100475
MN,R,1996,0.2707052292100475
MN,R,1997,0.2863326907101862
MN,R,1998,0.2863326907101862
MN,R,1999,0.31795514597045693
MN,R,2e3,0.31795514597045693
MN,R,2001,0.31738400786855064
MN,R,2002,0.31738400786855064
MN,R,2003,0.3229282668321555
MN,R,2004,0.3229282668321555
MN,R,2005,0.33139833137574853
MN,R,2006,0.33139833137574853
MN,R,2007,0.3540566131371118
MN,R,2008,0.3572934111240411
MN,R,2009,0.3089430371201362
MN,R,2010,0.3089430371201362
MN,R,2011,0.27444451651428087
MN,R,2012,0.27444451651428087
MN,R,2013,0.24721567208530726
MN,R,2014,0.24721567208530726
MN,R,2015,0.23490238666258995
MN,R,2016,0.24492337586613105
MO,D,1996,0.31482608358411346
MO,D,1997,0.28836082460788487
MO,D,1998,0.28547313859467954
MO,D,1999,0.2614734310523547
MO,D,2e3,0.26274705682209476
MO,D,2001,0.26058607875960965
MO,D,2002,0.2604212566784623
MO,D,2003,0.2778719859272718
MO,D,2004,0.2729951215268752
MO,D,2005,0.2893188826630309
MO,D,2006,0.28760084843172495
MO,D,2007,0.2943717096130726
MO,D,2008,0.2928443499193352
MO,D,2009,0.3244209034899746
MO,D,2010,0.34122309922273614
MO,D,2011,0.349244378679115
MO,D,2012,0.36710334013416757
MO,D,2013,0.39327040340722114
MO,D,2014,0.392944313771672
MO,D,2015,0.36483356858923505
MO,D,2016,0.36072476426710093
MO,R,1996,0.32350098263493077
MO,R,1997,0.31212362819767314
MO,R,1998,0.31086092484356187
MO,R,1999,0.276768597314309
MO,R,2e3,0.27115989456601547
MO,R,2001,0.271544830571773
MO,R,2002,0.2733729574402872
MO,R,2003,0.22289916571715396
MO,R,2004,0.22289916571715396
MO,R,2005,0.2223634064680663
MO,R,2006,0.2254594701878109
MO,R,2007,0.22283125086951047
MO,R,2008,0.2280904223798991
MO,R,2009,0.23020833649551595
MO,R,2010,0.22894894521291556
MO,R,2011,0.33513484391256987
MO,R,2012,0.3344295487578046
MO,R,2013,0.35705614967578136
MO,R,2014,0.38715666748240973
MO,R,2015,0.3689159831892892
MO,R,2016,0.3675241093719478
MS,D,1996,0.4890781980456221
MS,D,1997,0.48369162542770144
MS,D,1998,0.48222692747272267
MS,D,1999,0.4584994812592108
MS,D,2e3,0.45008139406768377
MS,D,2001,0.4496070235552955
MS,D,2002,0.44743883975519766
MS,D,2003,0.4358046764886566
MS,D,2004,0.4750252030570903
MS,D,2005,0.47698388814460974
MS,D,2006,0.4660267362704836
MS,D,2007,0.4672800202205283
MS,D,2008,0.4762111687529528
MS,D,2009,0.4744040555559446
MS,D,2010,0.4674063210417374
MS,D,2011,0.4262593540022919
MS,D,2012,0.37733105918954746
MS,D,2013,0.3596088579300493
MS,D,2014,0.36138333582711557
MS,D,2015,0.4262251458172586
MS,D,2016,0.3859563351071613
MS,R,1996,0.3898701138137692
MS,R,1997,0.3563554137752311
MS,R,1998,0.3399803009617128
MS,R,1999,0.33282436142138927
MS,R,2e3,0.32669120288960113
MS,R,2001,0.32669120288960113
MS,R,2002,0.32669120288960113
MS,R,2003,0.3178649446606164
MS,R,2004,0.23759726002421508
MS,R,2005,0.23526301733708482
MS,R,2006,0.23526301733708482
MS,R,2007,0.2390475956927312
MS,R,2008,0.277192171606631
MS,R,2009,0.2471564921919978
MS,R,2010,0.2449496034601691
MS,R,2011,0.24529983934155422
MS,R,2012,0.2659036377705042
MS,R,2013,0.2642778703824684
MS,R,2014,0.2656266239769361
MS,R,2015,0.2690060938823262
MS,R,2016,0.3259947945299219
MT,D,1997,0.38173224150139673
MT,D,1998,0.38173224150139673
MT,D,1999,0.3813809055549992
MT,D,2e3,0.3813809055549992
MT,D,2001,0.38505524785729
MT,D,2002,0.38505524785729
MT,D,2003,0.3051357059306833
MT,D,2004,0.3051357059306833
MT,D,2005,0.2535572881369158
MT,D,2006,0.2535572881369158
MT,D,2007,0.3007652739263627
MT,D,2008,0.3007652739263627
MT,D,2011,0.32704175031884375
MT,D,2012,0.32704175031884375
MT,D,2013,0.31115678774326044
MT,D,2014,0.31115678774326044
MT,D,2015,0.3192874135305437
MT,D,2016,0.3192874135305437
MT,R,1997,0.4645507952271246
MT,R,1998,0.4645507952271246
MT,R,1999,0.45261094177051175
MT,R,2e3,0.45261094177051175
MT,R,2001,0.3140785813505243
MT,R,2002,0.3140785813505243
MT,R,2003,0.29439698318835955
MT,R,2004,0.29439698318835955
MT,R,2005,0.2815368084101898
MT,R,2006,0.2815368084101898
MT,R,2007,0.3890738789295757
MT,R,2008,0.3890738789295757
MT,R,2011,0.3066965080084593
MT,R,2012,0.3066965080084593
MT,R,2013,0.2794767671703287
MT,R,2014,0.2794767671703287
MT,R,2015,0.2889846571818288
MT,R,2016,0.2889846571818288
NC,D,1995,0.33490340956845027
NC,D,1996,0.33490340956845027
NC,D,1997,0.3388111706411944
NC,D,1998,0.3388111706411944
NC,D,1999,0.2985238867738042
NC,D,2e3,0.2985238867738042
NC,D,2001,0.2808165631516364
NC,D,2002,0.2808165631516364
NC,D,2003,0.2903111831308733
NC,D,2004,0.2903111831308733
NC,D,2005,0.30089925080434377
NC,D,2006,0.30089925080434377
NC,D,2007,0.3244428979494709
NC,D,2008,0.319812456349881
NC,D,2009,0.32123814206407636
NC,D,2010,0.33041833535518844
NC,D,2011,0.31829275508412386
NC,D,2012,0.3199660827613562
NC,D,2013,0.288306141609298
NC,D,2014,0.29019072851269506
NC,D,2015,0.29663522050168273
NC,D,2016,0.28495029350661066
NC,R,1995,0.3820022275652353
NC,R,1996,0.3820022275652353
NC,R,1997,0.3310876809230696
NC,R,1998,0.3310876809230696
NC,R,1999,0.3272048005355461
NC,R,2e3,0.3272048005355461
NC,R,2001,0.2903022289787494
NC,R,2002,0.2903022289787494
NC,R,2003,0.2707865001474105
NC,R,2004,0.2707865001474105
NC,R,2005,0.24573925985602396
NC,R,2006,0.24573925985602396
NC,R,2007,0.20173870452137035
NC,R,2008,0.20196442031681344
NC,R,2009,0.19860258033833234
NC,R,2010,0.19723338630338383
NC,R,2011,0.20515162094811668
NC,R,2012,0.20655441007051525
NC,R,2013,0.19726080960577802
NC,R,2014,0.19561028551794024
NC,R,2015,0.21675880006091133
NC,R,2016,0.21212912148779867
ND,D,1997,0.20771541428919843
ND,D,1998,0.20771541428919843
ND,D,1999,0.18507345942420866
ND,D,2e3,0.18507345942420866
ND,D,2001,0.1846134158193619
ND,D,2002,0.1846134158193619
ND,D,2003,0.16904014738686024
ND,D,2004,0.16904014738686024
ND,D,2005,0.14699693351066365
ND,D,2006,0.14699693351066365
ND,D,2007,0.14413567498378155
ND,D,2008,0.14413567498378155
ND,D,2011,0.16165769390907445
ND,D,2012,0.16165769390907445
ND,D,2013,0.16837183582420853
ND,D,2014,0.16837183582420853
ND,D,2015,0.14223560869011193
ND,D,2016,0.14223560869011193
ND,R,1997,0.24220408674236527
ND,R,1998,0.24220408674236527
ND,R,1999,0.24731508995659382
ND,R,2e3,0.24731508995659382
ND,R,2001,0.2496482336446553
ND,R,2002,0.2496482336446553
ND,R,2003,0.23379374938055392
ND,R,2004,0.23379374938055392
ND,R,2005,0.2529836369970107
ND,R,2006,0.2529836369970107
ND,R,2007,0.22264288099783566
ND,R,2008,0.22264288099783566
ND,R,2011,0.2428811722908292
ND,R,2012,0.2428811722908292
ND,R,2013,0.2485805603216368
ND,R,2014,0.2485805603216368
ND,R,2015,0.2515313961938381
ND,R,2016,0.2515313961938381
NE,D,1996,0.3264305346308674
NE,D,1997,0.28973806651206047
NE,D,1998,0.32413370779096057
NE,D,1999,0.282600163891635
NE,D,2e3,0.25676622072473465
NE,D,2001,0.26499799604619034
NE,D,2002,0.26502472446012165
NE,D,2003,0.2824698888293018
NE,D,2004,0.253004028548042
NE,D,2005,0.2635110370870007
NE,D,2006,0.2635110370870007
NE,D,2007,0.28959177939439246
NE,D,2008,0.28959177939439246
NE,D,2009,0.38813841359053236
NE,D,2010,0.38813841359053236
NE,D,2011,0.37434359058159905
NE,D,2012,0.37434359058159905
NE,D,2013,0.5976351739728769
NE,D,2014,0.5976351739728769
NE,D,2015,0.5449839682422095
NE,D,2016,0.5449839682422095
NE,R,1996,0.21106300007343778
NE,R,1997,0.2746547259042496
NE,R,1998,0.23734913102853358
NE,R,1999,0.32041812134580105
NE,R,2e3,0.3231045746408524
NE,R,2001,0.4185029271104325
NE,R,2002,0.3848993673526961
NE,R,2003,0.37772977153387094
NE,R,2004,0.37421465238630897
NE,R,2005,0.41770606152011386
NE,R,2006,0.41770606152011386
NE,R,2007,0.4038914785394483
NE,R,2008,0.4012645012955918
NE,R,2009,0.3733411308709503
NE,R,2010,0.38744760311723486
NE,R,2011,0.48234188335347233
NE,R,2012,0.4937567481882771
NE,R,2013,0.6798043295219454
NE,R,2014,0.6798043295219454
NE,R,2015,0.9207097737044816
NE,R,2016,0.9207097737044816
NH,D,1996,0.4529929839293916
NH,D,1997,0.37395749747758444
NH,D,1998,0.3783463157932552
NH,D,1999,0.335997880774417
NH,D,2e3,0.3276225112689995
NH,D,2001,0.32444542566691603
NH,D,2002,0.32716603334371397
NH,D,2003,0.32576354608086844
NH,D,2004,0.32594737665997087
NH,D,2005,0.31206940087417845
NH,D,2006,0.3102482595798481
NH,D,2007,0.2823030195222952
NH,D,2008,0.2754182667725321
NH,D,2009,0.27898082796184304
NH,D,2010,0.2787645561884059
NH,D,2011,0.29868381974225555
NH,D,2012,0.29717191620035815
NH,D,2013,0.3420242901542707
NH,D,2014,0.34488761442031235
NH,D,2015,0.3422791137659504
NH,D,2016,0.3417020106929943
NH,R,1996,0.41870692478338045
NH,R,1997,0.39583289008935835
NH,R,1998,0.3839146031371977
NH,R,1999,0.35249178625167105
NH,R,2e3,0.3539334290012629
NH,R,2001,0.3264881166790612
NH,R,2002,0.318617940636726
NH,R,2003,0.34326891847346847
NH,R,2004,0.3444022727767831
NH,R,2005,0.3516954198036754
NH,R,2006,0.35591042817165813
NH,R,2007,0.339204406459063
NH,R,2008,0.3392547629795095
NH,R,2009,0.35238634770936866
NH,R,2010,0.3488544041396382
NH,R,2011,0.33219682316396293
NH,R,2012,0.32543931054093755
NH,R,2013,0.3452236232676919
NH,R,2014,0.3445631616085247
NH,R,2015,0.3592236600674459
NH,R,2016,0.3595963679435803
NJ,D,1996,0.12499267104951374
NJ,D,1997,0.11785096764436276
NJ,D,1998,0.11397389344537096
NJ,D,1999,0.11397389344537096
NJ,D,2e3,0.12093254595959232
NJ,D,2001,0.12093254595959232
NJ,D,2002,0.15382032158308565
NJ,D,2003,0.14897867236720827
NJ,D,2004,0.14649089090117953
NJ,D,2005,0.14645461227782075
NJ,D,2006,0.1512847349219615
NJ,D,2007,0.15101966489061439
NJ,D,2008,0.11514429353351965
NJ,D,2009,0.11398697562548493
NJ,D,2010,0.10835005121960387
NJ,D,2011,0.10662820875340999
NJ,D,2012,0.1092256411814065
NJ,D,2013,0.180647215507431
NJ,D,2014,0.20150516949530933
NJ,D,2015,0.16451819472191465
NJ,D,2016,0.20064874796602106
NJ,R,1996,0.10089857708185412
NJ,R,1997,0.10120382545000109
NJ,R,1998,0.11877276008165746
NJ,R,1999,0.11668590773452374
NJ,R,2e3,0.1205786050673999
NJ,R,2001,0.11879992353380271
NJ,R,2002,0.13065482305698176
NJ,R,2003,0.12318315527534496
NJ,R,2004,0.12738457342023227
NJ,R,2005,0.12738457342023227
NJ,R,2006,0.1386419306928339
NJ,R,2007,0.1386419306928339
NJ,R,2008,0.12594508958827197
NJ,R,2009,0.13649151087039274
NJ,R,2010,0.10549263518573879
NJ,R,2011,0.10456281132699638
NJ,R,2012,0.1177229348680171
NJ,R,2013,0.12173897031739422
NJ,R,2014,0.12661979139368634
NJ,R,2015,0.1334185749025684
NJ,R,2016,0.13312630581704207
NM,D,1996,0.38581805178364276
NM,D,1997,0.39365160330568144
NM,D,1998,0.39365160330568144
NM,D,1999,0.3738581066937305
NM,D,2e3,0.38919163758902986
NM,D,2001,0.4156603466888847
NM,D,2002,0.4239701033328701
NM,D,2003,0.43656883123687434
NM,D,2004,0.43656883123687434
NM,D,2005,0.38717644691444775
NM,D,2006,0.38717644691444775
NM,D,2007,0.32596505516590996
NM,D,2008,0.3289029771966604
NM,D,2011,0.35134832344132044
NM,D,2012,0.35134832344132044
NM,D,2013,0.37031028856227893
NM,D,2014,0.3744249625125875
NM,D,2015,0.5102063270992641
NM,D,2016,0.5102063270992641
NM,R,1996,0.5817744159160771
NM,R,1997,0.5574369955145191
NM,R,1998,0.5574369955145191
NM,R,1999,0.4452076152646709
NM,R,2e3,0.4452076152646709
NM,R,2001,0.44555852755595704
NM,R,2002,0.4416163481936957
NM,R,2003,0.4117033341225637
NM,R,2004,0.4117033341225637
NM,R,2005,0.39053764832843557
NM,R,2006,0.39053764832843557
NM,R,2007,0.3922297455324153
NM,R,2008,0.3922297455324153
NM,R,2011,0.3947133045680502
NM,R,2012,0.38189687849791537
NM,R,2013,0.3318268941807052
NM,R,2014,0.33683749228985954
NM,R,2015,0.3828926844532392
NM,R,2016,0.3828926844532392
NV,D,1997,0.2076300797090826
NV,D,1998,0.2076300797090826
NV,D,1999,0.20281906081177734
NV,D,2e3,0.20281906081177734
NV,D,2001,0.2007610590951414
NV,D,2002,0.2007610590951414
NV,D,2003,0.17682657142985145
NV,D,2004,0.17682657142985145
NV,D,2005,0.158539274435269
NV,D,2006,0.158539274435269
NV,D,2007,0.13491117685731469
NV,D,2008,0.13491117685731469
NV,D,2009,0.14335084763349457
NV,D,2010,0.13997584825689785
NV,D,2011,0.1431512433111863
NV,D,2012,0.1431512433111863
NV,D,2013,0.15381889990587624
NV,D,2014,0.15377176810671936
NV,D,2015,0.39297361833319344
NV,D,2016,0.39297361833319344
NV,R,1997,0.2736027068149557
NV,R,1998,0.2736027068149557
NV,R,1999,0.32502927171645246
NV,R,2e3,0.32502927171645246
NV,R,2001,0.3143377770730685
NV,R,2002,0.3143377770730685
NV,R,2003,0.276574577783323
NV,R,2004,0.276574577783323
NV,R,2005,0.186348061433437
NV,R,2006,0.186348061433437
NV,R,2007,0.18066852046140824
NV,R,2008,0.18066852046140824
NV,R,2009,0.2544710199610164
NV,R,2010,0.2544710199610164
NV,R,2011,0.1783803870945458
NV,R,2012,0.1783803870945458
NV,R,2013,0.24054297705300776
NV,R,2014,0.24930246645434495
NV,R,2015,0.3017058476036898
NV,R,2016,0.3017058476036898
NY,D,1994,0.44354269123112333
NY,D,1995,0.4164539387770928
NY,D,1996,0.41787546782138674
NY,D,1997,0.42577557568573077
NY,D,1998,0.42577557568573077
NY,D,1999,0.42485162965027556
NY,D,2e3,0.42485162965027556
NY,D,2001,0.4341443651930786
NY,D,2002,0.4345788658673262
NY,D,2003,0.4299792746920777
NY,D,2004,0.4325126445903492
NY,D,2005,0.4304632662915311
NY,D,2006,0.4866473238039718
NY,D,2007,0.4481949467124199
NY,D,2008,0.4526047481689453
NY,D,2009,0.4543063011156847
NY,D,2010,0.4523823577092355
NY,D,2011,0.4136241168121016
NY,D,2012,0.41948135905633926
NY,D,2013,0.4222211840571476
NY,D,2014,0.42106885084972856
NY,D,2015,0.48542435793605165
NY,D,2016,0.47018000691635475
NY,R,1994,0.19379699456400454
NY,R,1995,0.17604583228504747
NY,R,1996,0.17538389160342596
NY,R,1997,0.16736894879806913
NY,R,1998,0.16736894879806913
NY,R,1999,0.17055783730825733
NY,R,2e3,0.17379675982448636
NY,R,2001,0.1779330629814504
NY,R,2002,0.17839144796842946
NY,R,2003,0.27980903363082904
NY,R,2004,0.2810030468210177
NY,R,2005,0.2118092517146817
NY,R,2006,0.22215484437487978
NY,R,2007,0.21555957980891863
NY,R,2008,0.2103070041740069
NY,R,2009,0.20958554630391904
NY,R,2010,0.19406083436184948
NY,R,2011,0.24438775040705213
NY,R,2012,0.2479088048258958
NY,R,2013,0.3329970834494276
NY,R,2014,0.34650154474810135
NY,R,2015,0.3340595964098148
NY,R,2016,0.34281088228074247
OH,D,1995,0.34698366096346633
OH,D,1996,0.34698366096346633
OH,D,1997,0.3400894887531226
OH,D,1998,0.3400894887531226
OH,D,1999,0.2794068326609996
OH,D,2e3,0.2794068326609996
OH,D,2001,0.2714048049522099
OH,D,2002,0.2714048049522099
OH,D,2003,0.43295742389313935
OH,D,2004,0.43295742389313935
OH,D,2005,0.3553290132993754
OH,D,2006,0.3553290132993754
OH,D,2007,0.25619379011669485
OH,D,2008,0.25569221770526274
OH,D,2009,0.27849592138722223
OH,D,2010,0.27509066927062187
OH,D,2011,0.2257632339529137
OH,D,2012,0.2235763278843355
OH,D,2013,0.2270616529288229
OH,D,2014,0.22958873927912643
OH,D,2015,0.3341243164205943
OH,D,2016,0.33061407031774
OH,R,1995,0.23237364982138814
OH,R,1996,0.23237364982138814
OH,R,1997,0.2261723106931832
OH,R,1998,0.2261723106931832
OH,R,1999,0.20697446294690486
OH,R,2e3,0.20697446294690486
OH,R,2001,0.3130347755759785
OH,R,2002,0.3130347755759785
OH,R,2003,0.2617117222167073
OH,R,2004,0.2617117222167073
OH,R,2005,0.25424556837740164
OH,R,2006,0.25424556837740164
OH,R,2007,0.25453931269079305
OH,R,2008,0.2716007669786236
OH,R,2009,0.1714822602703238
OH,R,2010,0.17921320797598456
OH,R,2011,0.1613328939732612
OH,R,2012,0.15411147987236562
OH,R,2013,0.15431689733227497
OH,R,2014,0.15777008588449207
OH,R,2015,0.35656754440425203
OH,R,2016,0.42573708211301486
OK,D,1996,0.23378713496504985
OK,D,1997,0.2171011006347628
OK,D,1998,0.2171011006347628
OK,D,1999,0.2110037425699627
OK,D,2e3,0.21250903869111948
OK,D,2001,0.20875991229254762
OK,D,2002,0.20875991229254762
OK,D,2003,0.19587533060056592
OK,D,2004,0.19523979896564414
OK,D,2005,0.2109840968226059
OK,D,2006,0.2109840968226059
OK,D,2007,0.2198936702491566
OK,D,2008,0.2198936702491566
OK,D,2010,0.21270214803493984
OK,D,2011,0.2071969142876471
OK,D,2012,0.20384773531621192
OK,D,2013,0.1963911285406195
OK,D,2014,0.1963911285406195
OK,D,2015,0.20990386688513704
OK,D,2016,0.2035930581658749
OK,R,1996,0.2626314500805807
OK,R,1997,0.2820645571751517
OK,R,1998,0.2820645571751517
OK,R,1999,0.21734592391168883
OK,R,2e3,0.24734047334817152
OK,R,2001,0.21587042598819906
OK,R,2002,0.21794396201370497
OK,R,2003,0.18444237289310647
OK,R,2004,0.1830685208694639
OK,R,2005,0.13674617010210552
OK,R,2006,0.13674617010210552
OK,R,2007,0.12565059512448737
OK,R,2008,0.12565059512448737
OK,R,2010,0.12163469356210911
OK,R,2011,0.1329590364850121
OK,R,2012,0.13486145461286744
OK,R,2013,0.13721782185198397
OK,R,2014,0.13721782185198397
OK,R,2015,0.1417390892326425
OK,R,2016,0.1412954223542632
OR,D,1997,0.4044678678926615
OR,D,1998,0.4044678678926615
OR,D,1999,0.36780146365487276
OR,D,2e3,0.36780146365487276
OR,D,2001,0.4118841386249217
OR,D,2002,0.4118841386249217
OR,D,2003,0.3809246775938781
OR,D,2004,0.3809246775938781
OR,D,2005,0.32456075950380486
OR,D,2006,0.32456075950380486
OR,D,2007,0.30894742566973593
OR,D,2008,0.3054515150137474
OR,D,2009,0.28346701608185243
OR,D,2010,0.28346701608185243
OR,D,2011,0.273313093587623
OR,D,2012,0.28120130025369333
OR,D,2013,0.2727035454622196
OR,D,2014,0.2861428052408226
OR,D,2015,0.36422728613653665
OR,D,2016,0.36422728613653665
OR,R,1997,0.3296985263533489
OR,R,1998,0.3296985263533489
OR,R,1999,0.29550833001667437
OR,R,2e3,0.29550833001667437
OR,R,2001,0.28463699303328494
OR,R,2002,0.28463699303328494
OR,R,2003,0.26779057727506195
OR,R,2004,0.26779057727506195
OR,R,2005,0.22179331484470835
OR,R,2006,0.22179331484470835
OR,R,2007,0.21696074081314157
OR,R,2008,0.21318875457152417
OR,R,2009,0.2779404814558039
OR,R,2010,0.2779404814558039
OR,R,2011,0.2707100922074914
OR,R,2012,0.2707100922074914
OR,R,2013,0.2774328719916557
OR,R,2014,0.2774328719916557
OR,R,2015,0.23286568561347093
OR,R,2016,0.23352899891305431
PA,D,1996,0.20125847049800094
PA,D,1997,0.19125177757145795
PA,D,1998,0.18783774967247718
PA,D,1999,0.18045623885422793
PA,D,2e3,0.1813481977610167
PA,D,2001,0.17803379091360916
PA,D,2002,0.18166964247816614
PA,D,2003,0.17719273517144093
PA,D,2004,0.17170926710303003
PA,D,2005,0.17553675731484641
PA,D,2006,0.17041654359216896
PA,D,2007,0.18215607820712554
PA,D,2008,0.18215607820712554
PA,D,2009,0.18315222899084974
PA,D,2010,0.18271043884322888
PA,D,2011,0.18422473468389872
PA,D,2012,0.18269148558821438
PA,D,2013,0.19492687939916206
PA,D,2014,0.19572507307031545
PA,D,2015,0.21965566771551912
PA,D,2016,0.21965566771551912
PA,R,1996,0.23289473768838817
PA,R,1997,0.23414040086059604
PA,R,1998,0.23877184613244185
PA,R,1999,0.2550962181715245
PA,R,2e3,0.2550232234448744
PA,R,2001,0.2670657863693593
PA,R,2002,0.26420128891107075
PA,R,2003,0.26529060356654993
PA,R,2004,0.2654205377163911
PA,R,2005,0.2493743703281806
PA,R,2006,0.24971700897310814
PA,R,2007,0.24419140480004162
PA,R,2008,0.24419140480004162
PA,R,2009,0.23934342934728153
PA,R,2010,0.23810702827951077
PA,R,2011,0.22956193523901577
PA,R,2012,0.222463101689767
PA,R,2013,0.2154034475324042
PA,R,2014,0.2158984386009676
PA,R,2015,0.2200777146658413
PA,R,2016,0.2200777146658413
RI,D,1996,0.18133031136073702
RI,D,1997,0.19212872656199145
RI,D,1998,0.190426950429547
RI,D,1999,0.18111435572455653
RI,D,2e3,0.18058246962169358
RI,D,2001,0.16597346964998194
RI,D,2002,0.165549042383741
RI,D,2003,0.15117606714361145
RI,D,2004,0.14511232649774206
RI,D,2005,0.1451444917910003
RI,D,2006,0.1451444917910003
RI,D,2007,0.13110142905191213
RI,D,2008,0.13221883503867005
RI,D,2009,0.1453861346805461
RI,D,2010,0.14636506374151578
RI,D,2011,0.1597251575724327
RI,D,2012,0.1597251575724327
RI,D,2013,0.15536706118065935
RI,D,2014,0.15535437722653378
RI,D,2015,0.16860977603656996
RI,D,2016,0.1643064322740773
RI,R,1996,0.10848546369598709
RI,R,1997,0.1191252205950452
RI,R,1998,0.11900964596759933
RI,R,1999,0.15125593864162482
RI,R,2e3,0.15761602268189806
RI,R,2001,0.14957568557183923
RI,R,2002,0.14957568557183923
RI,R,2003,0.16141730221554768
RI,R,2004,0.16141730221554768
RI,R,2005,0.154363439416759
RI,R,2006,0.154363439416759
RI,R,2007,0.15411892439652847
RI,R,2008,0.1486396409345194
RI,R,2009,0.15555277775297574
RI,R,2010,0.15555277775297574
RI,R,2011,0.1544540204865009
RI,R,2012,0.1544540204865009
RI,R,2013,0.07318469785412796
RI,R,2014,0.07318469785412796
RI,R,2015,0.21162561281659645
RI,R,2016,0.21162561281659645
SC,D,1993,0.35428433822785116
SC,D,1994,0.35149566381723135
SC,D,1995,0.3882382500447557
SC,D,1996,0.37354129406389236
SC,D,1997,0.39097077703781663
SC,D,1998,0.3930847029717733
SC,D,1999,0.36907664785288247
SC,D,2e3,0.3706895854984228
SC,D,2001,0.35935709977295943
SC,D,2002,0.3530276162326848
SC,D,2003,0.3387514237000688
SC,D,2004,0.3387514237000688
SC,D,2005,0.321722137104989
SC,D,2006,0.32260479645206386
SC,D,2007,0.33306864628369764
SC,D,2008,0.33306864628369764
SC,D,2009,0.3187780969783247
SC,D,2010,0.3187780969783247
SC,D,2011,0.2750312135735075
SC,D,2012,0.2750312135735075
SC,D,2013,0.2587696315687415
SC,D,2014,0.2603951187606944
SC,D,2015,0.281882332711629
SC,D,2016,0.2788905149403104
SC,R,1993,0.1775211812599228
SC,R,1994,0.17606608607754834
SC,R,1995,0.20923146620815167
SC,R,1996,0.20528971265975757
SC,R,1997,0.19643213864632159
SC,R,1998,0.21403255736845764
SC,R,1999,0.18180724290662878
SC,R,2e3,0.1735915876096819
SC,R,2001,0.15828405684118516
SC,R,2002,0.157164607603938
SC,R,2003,0.16171146463067626
SC,R,2004,0.16171146463067626
SC,R,2005,0.18437058844551849
SC,R,2006,0.18476030881707228
SC,R,2007,0.2235434309594316
SC,R,2008,0.2223086670714818
SC,R,2009,0.24507526869095464
SC,R,2010,0.2512481406279738
SC,R,2011,0.2602537385342478
SC,R,2012,0.2668011188461245
